date,symbol,time_str,side,price,quantity,order_type
20240207,SH.510050,09:31:08.489,sell,2.954,900,limit
20240207,SH.510050,09:31:09.314,buy,2.95,1500,market
20240207,SH.510050,09:31:09.755,sell,2.951,600,limit
20240207,SH.510050,09:31:09.164,sell,2.947,1500,market
20240207,SH.510050,09:31:09.707,sell,2.949,1000,market
20240207,SH.510050,09:31:14.024,buy,2.95,2000,market
20240207,SH.510050,09:31:14.642,sell,2.951,500,limit
20240207,SH.510050,09:31:12.476,sell,2.949,2000,market
20240207,SH.510050,09:31:14.666,buy,2.951,4000,market
20240207,SH.510050,09:31:14.912,sell,2.949,800,market
20240207,SH.510050,09:31:14.220,buy,2.946,200,limit
20240207,SH.510050,09:31:16.873,sell,2.949,500,market
20240207,SH.510050,09:31:15.835,buy,2.951,200,market
20240207,SH.510050,09:31:17.275,sell,2.947,600,market
20240207,SH.510050,09:31:15.922,sell,2.953,200,limit
20240207,SH.510050,09:31:18.985,sell,2.952,5000,limit
20240207,SH.510050,09:31:18.230,sell,2.948,1000,market
20240207,SH.510050,09:31:18.575,buy,2.946,2000,limit
20240207,SH.510050,09:31:20.217,sell,2.951,1500,limit
20240207,SH.510050,09:31:20.469,sell,2.949,2500,market
20240207,SH.510050,09:31:20.441,sell,2.948,4000,market
20240207,SH.510050,09:31:22.471,buy,2.946,1000,limit
20240207,SH.510050,09:31:22.860,sell,2.955,2000,limit
20240207,SH.510050,09:31:22.176,buy,2.948,200,limit
20240207,SH.510050,09:31:21.105,buy,2.946,1000,limit
20240207,SH.510050,09:31:22.405,buy,2.945,1000,limit
20240207,SH.510050,09:31:24.248,buy,2.949,1000,limit
20240207,SH.510050,09:31:24.914,sell,2.948,5000,market
20240207,SH.510050,09:31:24.520,buy,2.951,2500,market
20240207,SH.510050,09:31:26.478,buy,2.948,3000,limit
20240207,SH.510050,09:31:26.841,buy,2.952,3000,market
20240207,SH.510050,09:31:24.883,sell,2.948,300,market
20240207,SH.510050,09:31:25.035,sell,2.949,900,market
20240207,SH.510050,09:31:27.737,buy,2.947,1000,limit
20240207,SH.510050,09:31:27.789,sell,2.952,3000,limit
20240207,SH.510050,09:31:28.488,sell,2.952,400,limit
20240207,SH.510050,09:31:29.537,sell,2.951,4000,limit
20240207,SH.510050,09:31:28.792,buy,2.945,500,limit
20240207,SH.510050,09:31:32.230,buy,2.944,1000,limit
20240207,SH.510050,09:31:31.105,sell,2.949,3000,limit
20240207,SH.510050,09:31:30.262,buy,2.944,1000,limit
20240207,SH.510050,09:31:34.496,sell,2.951,500,limit
20240207,SH.510050,09:31:33.225,sell,2.949,1500,limit
20240207,SH.510050,09:31:35.773,sell,2.952,3000,limit
20240207,SH.510050,09:31:33.937,buy,2.943,200,limit
20240207,SH.510050,09:31:34.586,sell,2.949,5000,limit
20240207,SH.510050,09:31:33.513,buy,2.942,1000,limit
20240207,SH.510050,09:31:34.008,sell,2.951,1000,limit
20240207,SH.510050,09:31:35.321,sell,2.949,900,limit
20240207,SH.510050,09:31:36.962,buy,2.949,200,market
20240207,SH.510050,09:31:36.219,buy,2.944,400,limit
20240207,SH.510050,09:31:37.621,buy,2.948,400,market
20240207,SH.510050,09:31:36.244,buy,2.946,2000,limit
20240207,SH.510050,09:31:38.768,sell,2.946,300,market
20240207,SH.510050,09:31:36.428,buy,2.944,800,limit
20240207,SH.510050,09:31:40.488,sell,2.953,300,limit
20240207,SH.510050,09:31:40.155,sell,2.946,500,market
20240207,SH.510050,09:31:40.528,buy,2.945,500,limit
20240207,SH.510050,09:31:43.139,sell,2.948,500,limit
20240207,SH.510050,09:31:42.196,buy,2.947,5000,market
20240207,SH.510050,09:31:44.959,sell,2.944,400,market
20240207,SH.510050,09:31:44.304,sell,2.952,900,limit
20240207,SH.510050,09:31:42.900,sell,2.944,500,market
20240207,SH.510050,09:31:45.904,sell,2.949,2000,limit
20240207,SH.510050,09:31:45.193,buy,2.941,2000,limit
20240207,SH.510050,09:31:46.809,buy,2.945,200,limit
20240207,SH.510050,09:31:46.721,sell,2.948,1500,limit
20240207,SH.510050,09:31:47.432,buy,2.945,600,limit
20240207,SH.510050,09:31:47.640,buy,2.945,200,limit
20240207,SH.510050,09:31:46.158,sell,2.944,800,market
20240207,SH.510050,09:31:50.854,sell,2.943,400,market
20240207,SH.510050,09:31:48.906,buy,2.946,4000,market
20240207,SH.510050,09:31:48.550,sell,2.944,1200,market
20240207,SH.510050,09:31:48.474,buy,2.943,300,limit
20240207,SH.510050,09:31:50.034,buy,2.93,200,stop
20240207,SH.510050,09:31:49.106,sell,2.957,400,stop
20240207,SH.510050,09:31:49.091,sell,2.943,3000,market
20240207,SH.510050,09:31:53.438,buy,2.942,1000,limit
20240207,SH.510050,09:31:53.034,sell,2.944,800,market
20240207,SH.510050,09:31:52.510,sell,2.95,4000,limit
20240207,SH.510050,09:31:53.306,sell,2.955,300,stop
20240207,SH.510050,09:31:52.280,buy,2.942,1000,limit
20240207,SH.510050,09:31:52.071,sell,2.961,1500,stop
20240207,SH.510050,09:31:53.416,buy,2.946,300,market
20240207,SH.510050,09:31:55.748,buy,2.942,200,limit
20240207,SH.510050,09:31:55.423,sell,2.944,900,market
20240207,SH.510050,09:31:54.781,sell,2.948,900,limit
20240207,SH.510050,09:31:54.804,buy,2.943,600,limit
20240207,SH.510050,09:31:55.945,buy,2.943,600,limit
20240207,SH.510050,09:31:59.958,sell,2.944,1500,market
20240207,SH.510050,09:31:57.447,sell,2.947,2000,limit
20240207,SH.510050,09:31:59.610,buy,2.941,400,limit
20240207,SH.510050,09:31:57.350,sell,2.947,300,limit
20240207,SH.510050,09:31:57.996,sell,2.943,600,market
20240207,SH.510050,09:31:58.946,buy,2.94,200,limit
20240207,SH.510050,09:31:58.901,sell,2.956,200,stop
20240207,SH.510050,09:31:59.992,sell,2.95,800,limit
20240207,SH.510050,09:32:01.585,buy,2.945,400,market
20240207,SH.510050,09:32:02.078,sell,2.949,4000,limit
20240207,SH.510050,09:32:02.743,sell,2.948,1200,limit
20240207,SH.510050,09:32:00.468,buy,2.942,200,limit
20240207,SH.510050,09:32:00.226,sell,2.947,3000,limit
20240207,SH.510050,09:32:02.796,sell,2.943,4000,market
20240207,SH.510050,09:32:01.476,buy,2.94,500,limit
20240207,SH.510050,09:32:04.319,buy,2.942,4000,limit
20240207,SH.510050,09:32:03.100,sell,2.943,600,market
20240207,SH.510050,09:32:03.509,buy,2.942,1500,limit
20240207,SH.510050,09:32:04.281,buy,2.94,300,limit
20240207,SH.510050,09:32:04.118,buy,2.943,2000,limit
20240207,SH.510050,09:32:05.868,sell,2.944,800,market
20240207,SH.510050,09:32:06.437,buy,2.939,400,limit
20240207,SH.510050,09:32:06.048,buy,2.946,1500,market
20240207,SH.510050,09:32:08.154,buy,2.938,500,limit
20240207,SH.510050,09:32:09.519,sell,2.943,2000,market
20240207,SH.510050,09:32:11.219,sell,2.946,600,limit
20240207,SH.510050,09:32:10.155,buy,2.94,1500,limit
20240207,SH.510050,09:32:14.785,buy,2.946,2000,market
20240207,SH.510050,09:32:13.850,buy,2.932,200,stop
20240207,SH.510050,09:32:13.601,buy,2.934,4000,stop
20240207,SH.510050,09:32:13.049,sell,2.944,2000,market
20240207,SH.510050,09:32:15.320,sell,2.944,3000,market
20240207,SH.510050,09:32:15.536,buy,2.941,100,limit
20240207,SH.510050,09:32:15.414,buy,2.943,1500,limit
20240207,SH.510050,09:32:17.076,sell,2.953,2500,stop
20240207,SH.510050,09:32:16.345,buy,2.939,500,limit
20240207,SH.510050,09:32:16.114,buy,2.947,5000,market
20240207,SH.510050,09:32:16.798,sell,2.944,1000,market
20240207,SH.510050,09:32:18.323,buy,2.94,500,limit
20240207,SH.510050,09:32:18.440,sell,2.944,600,market
20240207,SH.510050,09:32:18.655,buy,2.943,600,limit
20240207,SH.510050,09:32:19.422,buy,2.94,200,limit
20240207,SH.510050,09:32:23.072,sell,2.948,3000,limit
20240207,SH.510050,09:32:23.067,buy,2.938,1000,limit
20240207,SH.510050,09:32:22.140,sell,2.947,400,limit
20240207,SH.510050,09:32:22.093,buy,2.942,1200,limit
20240207,SH.510050,09:32:22.599,sell,2.948,100,limit
20240207,SH.510050,09:32:22.263,buy,2.944,5000,market
20240207,SH.510050,09:32:24.646,buy,2.944,3000,market
20240207,SH.510050,09:32:24.873,sell,2.949,300,limit
20240207,SH.510050,09:32:25.248,buy,2.941,4000,limit
20240207,SH.510050,09:32:27.535,sell,2.95,4000,limit
20240207,SH.510050,09:32:29.832,buy,2.943,5000,limit
20240207,SH.510050,09:32:27.716,sell,2.946,900,limit
20240207,SH.510050,09:32:28.282,sell,2.948,2500,limit
20240207,SH.510050,09:32:30.877,buy,2.945,600,market
20240207,SH.510050,09:32:32.770,sell,2.946,400,limit
20240207,SH.510050,09:32:30.166,sell,2.943,1000,market
20240207,SH.510050,09:32:30.996,sell,2.945,200,limit
20240207,SH.510050,09:32:33.877,sell,2.95,800,limit
20240207,SH.510050,09:32:34.966,sell,2.949,100,limit
20240207,SH.510050,09:32:34.934,buy,2.94,4000,limit
20240207,SH.510050,09:32:33.478,buy,2.946,600,market
20240207,SH.510050,09:32:35.376,buy,2.933,1200,stop
20240207,SH.510050,09:32:35.536,sell,2.95,2000,limit
20240207,SH.510050,09:32:33.985,sell,2.945,3000,market
20240207,SH.510050,09:32:37.260,sell,2.944,1000,market
20240207,SH.510050,09:32:38.612,sell,2.945,200,market
20240207,SH.510050,09:32:36.974,sell,2.962,5000,stop
20240207,SH.510050,09:32:36.429,buy,2.949,4000,market
20240207,SH.510050,09:32:38.832,buy,2.947,200,market
20240207,SH.510050,09:32:36.161,buy,2.943,1200,limit
20240207,SH.510050,09:32:37.657,sell,2.95,600,limit
20240207,SH.510050,09:32:36.156,buy,2.941,1500,limit
20240207,SH.510050,09:32:41.686,sell,2.946,900,market
20240207,SH.510050,09:32:39.723,sell,2.954,200,limit
20240207,SH.510050,09:32:40.426,buy,2.951,5000,market
20240207,SH.510050,09:32:39.266,sell,2.959,900,stop
20240207,SH.510050,09:32:39.523,buy,2.951,1000,market
20240207,SH.510050,09:32:41.103,sell,2.951,1000,limit
20240207,SH.510050,09:32:41.966,buy,2.944,200,limit
20240207,SH.510050,09:32:41.577,buy,2.945,1500,limit
20240207,SH.510050,09:32:42.519,buy,2.946,500,limit
20240207,SH.510050,09:32:43.339,buy,2.945,800,limit
20240207,SH.510050,09:32:42.753,sell,2.947,2500,market
20240207,SH.510050,09:32:42.988,buy,2.948,400,market
20240207,SH.510050,09:32:44.031,buy,2.942,5000,limit
20240207,SH.510050,09:32:42.795,buy,2.944,5000,limit
20240207,SH.510050,09:32:46.748,sell,2.949,500,limit
20240207,SH.510050,09:32:47.322,buy,2.947,500,market
20240207,SH.510050,09:32:46.750,buy,2.941,2000,limit
20240207,SH.510050,09:32:46.899,buy,2.946,2000,market
20240207,SH.510050,09:32:50.792,buy,2.948,2500,market
20240207,SH.510050,09:32:48.607,buy,2.944,2000,limit
20240207,SH.510050,09:32:48.188,buy,2.948,300,market
20240207,SH.510050,09:32:48.553,sell,2.947,600,limit
20240207,SH.510050,09:32:52.990,sell,2.949,1200,limit
20240207,SH.510050,09:32:53.625,sell,2.952,2000,limit
20240207,SH.510050,09:32:52.527,buy,2.947,400,market
20240207,SH.510050,09:32:53.048,sell,2.948,400,limit
20240207,SH.510050,09:32:53.787,sell,2.95,2000,limit
20240207,SH.510050,09:32:53.773,sell,2.952,900,limit
20240207,SH.510050,09:32:56.532,buy,2.944,800,limit
20240207,SH.510050,09:32:54.801,buy,2.949,800,market
20240207,SH.510050,09:32:55.371,buy,2.95,1000,market
20240207,SH.510050,09:32:55.097,sell,2.953,300,limit
20240207,SH.510050,09:32:55.938,sell,2.95,900,limit
20240207,SH.510050,09:32:56.064,buy,2.946,600,limit
20240207,SH.510050,09:32:59.681,sell,2.953,1000,limit
20240207,SH.510050,09:32:58.342,buy,2.944,600,limit
20240207,SH.510050,09:32:59.446,sell,2.952,1500,limit
20240207,SH.510050,09:32:59.271,sell,2.953,300,limit
20240207,SH.510050,09:32:59.031,sell,2.946,600,market
20240207,SH.510050,09:32:59.247,sell,2.948,500,market
20240207,SH.510050,09:32:58.617,sell,2.951,1000,limit
20240207,SH.510050,09:33:02.058,sell,2.946,900,market
20240207,SH.510050,09:33:00.466,sell,2.951,1000,limit
20240207,SH.510050,09:33:01.875,buy,2.947,500,limit
20240207,SH.510050,09:33:03.925,sell,2.953,200,limit
20240207,SH.510050,09:33:04.111,buy,2.947,1500,limit
20240207,SH.510050,09:33:03.441,buy,2.937,300,stop
20240207,SH.510050,09:33:05.256,sell,2.954,2500,limit
20240207,SH.510050,09:33:06.979,sell,2.951,1000,limit
20240207,SH.510050,09:33:06.608,buy,2.946,1000,limit
20240207,SH.510050,09:33:06.660,sell,2.957,300,stop
20240207,SH.510050,09:33:07.650,buy,2.936,3000,stop
20240207,SH.510050,09:33:09.097,sell,2.949,1500,market
20240207,SH.510050,09:33:11.138,buy,2.947,800,limit
20240207,SH.510050,09:33:10.481,sell,2.956,4000,stop
20240207,SH.510050,09:33:10.653,sell,2.949,500,market
20240207,SH.510050,09:33:10.568,sell,2.947,500,market
20240207,SH.510050,09:33:11.726,sell,2.947,1000,market
20240207,SH.510050,09:33:12.146,buy,2.951,2000,market
20240207,SH.510050,09:33:13.119,sell,2.954,1000,limit
20240207,SH.510050,09:33:12.623,sell,2.954,400,limit
20240207,SH.510050,09:33:14.914,sell,2.956,1000,stop
20240207,SH.510050,09:33:14.031,buy,2.951,2500,market
20240207,SH.510050,09:33:12.244,sell,2.954,2000,limit
20240207,SH.510050,09:33:16.479,buy,2.949,200,market
20240207,SH.510050,09:33:16.671,buy,2.951,1200,market
20240207,SH.510050,09:33:17.292,sell,2.947,200,market
20240207,SH.510050,09:33:16.859,buy,2.949,1000,market
20240207,SH.510050,09:33:17.621,sell,2.947,100,market
20240207,SH.510050,09:33:15.607,buy,2.943,600,limit
20240207,SH.510050,09:33:17.071,sell,2.946,2500,market
20240207,SH.510050,09:33:15.912,buy,2.95,4000,market
20240207,SH.510050,09:33:19.355,sell,2.951,900,limit
20240207,SH.510050,09:33:19.732,buy,2.952,900,market
20240207,SH.510050,09:33:19.318,sell,2.949,5000,market
20240207,SH.510050,09:33:20.421,sell,2.948,300,market
20240207,SH.510050,09:33:20.465,buy,2.952,3000,market
20240207,SH.510050,09:33:19.184,sell,2.949,600,market
20240207,SH.510050,09:33:19.372,buy,2.941,300,stop
20240207,SH.510050,09:33:18.072,buy,2.945,2000,limit
20240207,SH.510050,09:33:21.571,sell,2.956,1000,limit
20240207,SH.510050,09:33:23.330,buy,2.953,1200,market
20240207,SH.510050,09:33:23.007,buy,2.952,1200,market
20240207,SH.510050,09:33:24.576,buy,2.953,900,market
20240207,SH.510050,09:33:24.894,buy,2.952,4000,market
20240207,SH.510050,09:33:26.078,buy,2.954,2500,market
20240207,SH.510050,09:33:26.970,buy,2.953,3000,market
20240207,SH.510050,09:33:25.176,sell,2.95,1500,market
20240207,SH.510050,09:33:25.587,sell,2.958,400,stop
20240207,SH.510050,09:33:28.657,buy,2.947,100,limit
20240207,SH.510050,09:33:27.194,sell,2.957,3000,limit
20240207,SH.510050,09:33:29.196,buy,2.952,800,market
20240207,SH.510050,09:33:29.644,sell,2.957,100,limit
20240207,SH.510050,09:33:28.700,sell,2.957,500,limit
20240207,SH.510050,09:33:28.282,buy,2.948,1000,limit
20240207,SH.510050,09:33:27.017,sell,2.951,1500,market
20240207,SH.510050,09:33:28.544,sell,2.954,1200,limit
20240207,SH.510050,09:33:31.405,sell,2.956,5000,limit
20240207,SH.510050,09:33:30.738,sell,2.957,500,limit
20240207,SH.510050,09:33:31.201,buy,2.949,600,limit
20240207,SH.510050,09:33:32.375,sell,2.949,800,market
20240207,SH.510050,09:33:31.629,buy,2.947,3000,limit
20240207,SH.510050,09:33:32.749,sell,2.951,500,market
20240207,SH.510050,09:33:30.190,sell,2.956,300,limit
20240207,SH.510050,09:33:34.564,sell,2.952,500,limit
20240207,SH.510050,09:33:34.070,sell,2.953,4000,limit
20240207,SH.510050,09:33:34.827,sell,2.948,300,market
20240207,SH.510050,09:33:34.620,buy,2.953,900,market
20240207,SH.510050,09:33:33.392,sell,2.95,1000,market
20240207,SH.510050,09:33:36.275,buy,2.936,400,stop
20240207,SH.510050,09:33:36.885,sell,2.956,800,limit
20240207,SH.510050,09:33:38.223,sell,2.948,600,market
20240207,SH.510050,09:33:36.186,buy,2.939,200,stop
20240207,SH.510050,09:33:39.477,buy,2.948,1000,limit
20240207,SH.510050,09:33:41.042,buy,2.952,2500,market
20240207,SH.510050,09:33:39.783,buy,2.949,900,limit
20240207,SH.510050,09:33:41.691,buy,2.946,1000,limit
20240207,SH.510050,09:33:39.264,buy,2.949,2000,limit
20240207,SH.510050,09:33:41.704,buy,2.948,100,limit
20240207,SH.510050,09:33:39.894,sell,2.955,1000,limit
20240207,SH.510050,09:33:39.484,buy,2.947,500,limit
20240207,SH.510050,09:33:43.096,sell,2.954,2500,limit
20240207,SH.510050,09:33:42.180,sell,2.956,600,limit
20240207,SH.510050,09:33:43.073,buy,2.948,600,limit
20240207,SH.510050,09:33:45.267,buy,2.947,900,limit
20240207,SH.510050,09:33:47.910,buy,2.953,5000,market
20240207,SH.510050,09:33:45.755,sell,2.955,1000,limit
20240207,SH.510050,09:33:48.105,buy,2.945,500,limit
20240207,SH.510050,09:33:48.435,buy,2.945,4000,limit
20240207,SH.510050,09:33:48.442,buy,2.947,1000,limit
20240207,SH.510050,09:33:50.943,buy,2.948,1000,limit
20240207,SH.510050,09:33:48.701,buy,2.953,500,market
20240207,SH.510050,09:33:53.506,sell,2.95,100,market
20240207,SH.510050,09:33:52.030,sell,2.95,400,market
20240207,SH.510050,09:33:51.248,buy,2.954,800,market
20240207,SH.510050,09:33:53.626,sell,2.967,300,stop
20240207,SH.510050,09:33:52.986,sell,2.953,900,limit
20240207,SH.510050,09:33:52.019,buy,2.949,400,limit
20240207,SH.510050,09:33:55.769,sell,2.954,200,limit
20240207,SH.510050,09:33:54.698,sell,2.957,1500,limit
20240207,SH.510050,09:33:55.354,buy,2.953,800,market
20240207,SH.510050,09:33:56.287,buy,2.946,2000,limit
20240207,SH.510050,09:33:54.265,buy,2.946,300,limit
20240207,SH.510050,09:33:54.158,sell,2.956,2000,limit
20240207,SH.510050,09:33:54.445,sell,2.957,500,limit
20240207,SH.510050,09:33:59.084,buy,2.947,500,limit
20240207,SH.510050,09:33:59.898,sell,2.955,1500,limit
20240207,SH.510050,09:33:59.842,sell,2.957,2000,limit
20240207,SH.510050,09:33:57.782,buy,2.947,500,limit
20240207,SH.510050,09:33:59.612,buy,2.949,1500,limit
20240207,SH.510050,09:34:01.915,buy,2.951,1500,limit
20240207,SH.510050,09:34:01.294,buy,2.949,500,limit
20240207,SH.510050,09:34:01.820,buy,2.953,600,market
20240207,SH.510050,09:34:03.250,buy,2.947,200,limit
20240207,SH.510050,09:34:04.934,sell,2.955,1000,limit
20240207,SH.510050,09:34:03.587,sell,2.956,900,limit
20240207,SH.510050,09:34:05.910,buy,2.94,500,stop
20240207,SH.510050,09:34:04.596,sell,2.954,1500,limit
20240207,SH.510050,09:34:08.993,buy,2.948,500,limit
20240207,SH.510050,09:34:08.369,sell,2.95,600,market
20240207,SH.510050,09:34:06.435,buy,2.954,500,market
20240207,SH.510050,09:34:10.542,buy,2.951,1000,limit
20240207,SH.510050,09:34:11.958,sell,2.955,1500,limit
20240207,SH.510050,09:34:09.949,sell,2.954,800,limit
20240207,SH.510050,09:34:10.404,buy,2.947,2000,limit
20240207,SH.510050,09:34:13.820,sell,2.964,200,stop
20240207,SH.510050,09:34:14.556,buy,2.95,800,limit
20240207,SH.510050,09:34:12.354,buy,2.948,500,limit
20240207,SH.510050,09:34:14.414,sell,2.956,100,limit
20240207,SH.510050,09:34:13.436,buy,2.95,2000,limit
20240207,SH.510050,09:34:17.140,sell,2.95,5000,market
20240207,SH.510050,09:34:15.896,buy,2.954,400,market
