date,symbol,time,last,volume,amount,bp1,bp2,bp3,bp4,bp5,bp6,bp7,bp8,bp9,bp10,bv1,bv2,bv3,bv4,bv5,bv6,bv7,bv8,bv9,bv10,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10
20240207,SH.510050,93151000,2.946,20200,59554.4,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,500,1800,200,6600,1900,2800,2000,2700,2800,1200,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,1500,500,2000,1800,2500,7800,2500,800,2000,900
20240207,SH.510050,93154000,2.946,20300,59849.0,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,6100,3400,9500,2300,1200,6900,500,3300,1400,3900,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,4200,6600,7900,1100,2400,1800,1900,1800,2900,1800
20240207,SH.510050,93157000,2.944,20400,60143.4,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,6100,700,7600,600,4600,2000,4900,500,2200,7400,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,3200,2000,10600,6600,5800,1800,1200,1500,3200,2200
20240207,SH.510050,93200000,2.945,21300,62793.9,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,1000,2200,4300,1500,4500,2700,4900,1300,800,800,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,1500,18200,1200,1800,500,6000,400,800,1600,1700
20240207,SH.510050,93203000,2.945,21600,63677.4,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,16500,1600,1500,1600,3300,800,8000,2900,19600,1300,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,1800,6500,700,6000,1400,1700,3600,3700,1700,700
20240207,SH.510050,93206000,2.944,22400,66032.6,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,2.934,700,3700,2700,4200,500,1400,3900,6800,5700,4200,2.944,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,10800,6500,4300,5900,1300,900,300,600,3800,1800
20240207,SH.510050,93209000,2.944,22400,66032.6,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,7200,1600,1600,1800,3600,65700,3000,7600,4800,6600,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,6400,2200,1600,1200,1000,600,1200,5500,5200,3200
20240207,SH.510050,93212000,2.945,22700,66916.1,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,4900,300,600,6200,1600,3000,7800,6600,4800,3800,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,3400,5100,400,900,900,300,11000,4600,1500,600
20240207,SH.510050,93215000,2.945,22900,67505.1,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,2300,800,3000,1700,200,1600,1600,5300,400,2800,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,1500,3400,800,2100,3200,800,2400,500,1200,6000
20240207,SH.510050,93218000,2.944,23800,70154.7,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,1500,7400,2100,3200,3300,3000,1200,10600,7000,600,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,19600,34500,500,6000,600,5500,27300,8400,1600,7600
20240207,SH.510050,93221000,2.943,25100,73980.6,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,2.934,22900,14900,1000,2600,500,1500,12100,5100,200,1000,2.944,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,9200,1200,1200,6100,1500,2000,1400,1200,6800,2400
20240207,SH.510050,93224000,2.943,25100,73980.6,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,2.934,1800,2200,9600,1000,9200,400,13400,3600,3800,25100,2.944,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,4100,18300,3300,1200,2500,1300,1700,9600,2900,1800
20240207,SH.510050,93227000,2.944,25900,76335.8,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,3100,3700,500,5700,5500,700,2700,1000,9100,42000,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,4400,1200,3900,2800,6900,500,2900,3300,2900,6100
20240207,SH.510050,93230000,2.944,26300,77513.4,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,2.935,2.934,4300,5300,3600,6500,1400,6600,9600,1300,7600,5400,2.944,2.945,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,3900,1300,16500,400,2600,6400,2000,1200,7400,7400
20240207,SH.510050,93233000,2.946,27300,80459.4,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,3700,2100,2600,2300,2300,2000,3300,5600,7900,3800,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,3300,600,400,4400,5500,200,2600,3600,7700,3700
20240207,SH.510050,93236000,2.947,27600,81343.5,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,4300,1500,5600,2600,2600,2400,1400,3300,4400,1400,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,1500,700,900,1500,1400,1200,700,1900,2600,5000
20240207,SH.510050,93239000,2.949,27600,81343.5,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,5700,3500,4000,3800,12900,13300,5400,21700,6300,3300,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2400,42000,28200,800,1000,6000,2900,5600,4000,5700
20240207,SH.510050,93242000,2.948,27900,82227.9,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,600,2200,800,19100,500,1100,1900,4400,23400,2400,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,1700,1500,5200,3200,8300,3900,3700,10900,4200,1900
20240207,SH.510050,93245000,2.946,28300,83406.3,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,24500,2200,4200,13200,7100,2800,600,3200,3400,500,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,600,1600,7400,3300,18300,4900,1600,2900,3000,1500
20240207,SH.510050,93248000,2.945,28700,84584.3,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,2.936,700,3900,8700,2700,1900,1400,12000,10800,15400,2500,2.946,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,600,3400,4000,2500,700,32600,1200,2000,6000,1500
20240207,SH.510050,93251000,2.947,29200,86057.8,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,2.937,4200,13000,5700,1100,8100,21500,5900,18500,400,500,2.947,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,7500,3300,3400,1000,1000,2200,400,3600,3400,1000
20240207,SH.510050,93254000,2.948,29400,86647.4,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2.938,1500,1500,1500,5300,1900,900,6600,6600,600,2700,2.948,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,600,4300,3400,11500,3200,3200,1900,9500,10000,1100
20240207,SH.510050,93257000,2.949,29700,87532.1,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,3100,1900,3900,1100,2700,9700,9300,2200,4200,1700,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2300,2200,2000,1500,3900,1000,7400,2600,1200,9400
20240207,SH.510050,93300000,2.948,30100,88711.3,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2200,3300,7000,2300,600,2800,2200,600,4100,18300,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,400,6100,6600,3000,1600,1800,1300,4400,2300,3000
20240207,SH.510050,93303000,2.95,30700,90481.3,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2400,6300,3300,8300,10100,1200,1900,1600,900,1200,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,500,2400,6600,400,6700,16100,11500,300,900,9300
20240207,SH.510050,93306000,2.949,31600,93135.4,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2600,1300,4800,8800,4900,700,4500,1500,2600,4000,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,3100,3000,7100,600,5100,15300,700,200,3000,1900
20240207,SH.510050,93309000,2.95,32000,94315.4,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,1200,1500,1800,8100,3000,2900,1300,8800,2100,15600,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2400,3600,5200,4000,900,5500,5800,1600,6500,5400
20240207,SH.510050,93312000,2.95,32100,94610.4,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,800,5300,7800,3400,7700,1000,2200,2700,4500,1400,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2200,2800,4600,1100,2600,3000,4900,1000,300,11800
20240207,SH.510050,93315000,2.949,32100,94610.4,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,3000,1800,21800,8100,7600,3800,2100,800,8400,13200,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2300,4800,1300,4900,2000,2700,15000,1600,1500,4500
20240207,SH.510050,93318000,2.949,32200,94905.3,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2300,3700,1300,2700,2300,6600,3700,4100,7200,300,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,1300,1500,5000,4300,5500,200,2800,5600,18800,46300
20240207,SH.510050,93321000,2.95,32200,94905.3,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,12200,1700,5200,3700,5100,6000,2200,3100,800,9400,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,4100,5400,1600,23200,1000,2000,4500,1800,3600,1400
20240207,SH.510050,93324000,2.952,32400,95495.7,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,12600,6900,14600,1200,300,3500,2200,7900,1800,6900,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2600,6300,3500,3600,5900,3400,2100,800,1300,3300
20240207,SH.510050,93327000,2.952,33800,99628.5,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,10200,1000,31700,9500,3500,10800,10300,1400,1600,3000,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,4200,34100,1700,8500,3900,500,3300,1400,800,2400
20240207,SH.510050,93330000,2.952,33900,99923.7,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,8300,1100,300,8700,5400,2400,6200,1600,14100,14400,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,500,7500,10900,5200,6500,16300,1300,3200,800,100
20240207,SH.510050,93333000,2.95,34100,100513.7,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2300,19200,9600,5700,5400,6900,7500,7400,1800,5600,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,8300,3700,1600,1900,3800,8000,5100,1800,5700,1800
20240207,SH.510050,93336000,2.95,34200,100808.7,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,3400,1200,400,800,5500,2100,1700,4800,2200,2700,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2900,2500,7200,10600,7800,1700,9800,29800,6400,2300
20240207,SH.510050,93339000,2.951,34900,102874.4,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,1800,3500,4700,2100,5300,2500,1300,1400,5100,1800,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,4000,4900,700,2700,7700,5000,2600,1800,2800,800
20240207,SH.510050,93342000,2.951,35800,105530.3,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,6400,1400,7100,1700,800,2000,6100,5400,2900,10000,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,1300,9500,2200,3000,1000,1800,2100,1700,1500,15700
20240207,SH.510050,93345000,2.951,35800,105530.3,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,8000,1500,1500,5000,2800,1500,1500,1800,9600,1800,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2100,8000,7900,1600,2600,1500,7600,4300,1400,3400
20240207,SH.510050,93348000,2.95,35900,105825.3,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,3500,2400,400,27600,5000,1000,6200,6600,1100,1600,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,6000,1300,1400,1400,4600,1400,2200,800,2300,6800
20240207,SH.510050,93351000,2.952,36700,108186.9,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2200,1800,5400,34400,2300,3700,1600,1100,6000,4000,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,4500,1200,2600,9700,5300,1400,2400,18200,7200,2000
20240207,SH.510050,93354000,2.951,36700,108186.9,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,6100,10400,3700,1200,4100,12500,5000,1100,3000,12200,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,9800,3100,4000,1700,2800,13100,900,3500,3100,1400
20240207,SH.510050,93357000,2.952,36700,108186.9,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,1100,2300,1200,13000,7100,7300,700,900,600,1900,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,12700,400,4100,7000,1600,4500,1600,900,7600,8900
20240207,SH.510050,93400000,2.952,37100,109367.7,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2900,2500,8300,1300,5900,400,1100,6800,3900,11900,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,3200,900,5400,3100,2800,600,3300,2800,2300,3900
20240207,SH.510050,93403000,2.952,37600,110843.7,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,3500,700,900,1500,2000,19800,1000,3600,2300,4300,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,400,300,700,26100,1500,2300,1000,11500,3400,900
20240207,SH.510050,93406000,2.952,41100,121175.7,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,1000,3500,2900,4400,2400,1800,7000,4700,5700,300,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,3100,6800,400,600,5600,9900,2700,6200,4700,600
