date,symbol,time_str,price,quantity
20240207,SH.510050,09:35:02.248,2.96,400
20240207,SH.510050,09:35:01.613,2.96,800
20240207,SH.510050,09:35:03.830,2.958,300
20240207,SH.510050,09:35:07.838,2.959,2500
20240207,SH.510050,09:35:07.050,2.959,100
20240207,SH.510050,09:35:08.857,2.96,1000
20240207,SH.510050,09:35:10.797,2.96,200
20240207,SH.510050,09:35:15.437,2.959,900
20240207,SH.510050,09:35:16.618,2.958,300
20240207,SH.510050,09:35:17.421,2.959,700
20240207,SH.510050,09:35:15.474,2.959,600
20240207,SH.510050,09:35:28.302,2.959,600
20240207,SH.510050,09:35:29.464,2.959,2000
20240207,SH.510050,09:35:27.402,2.96,1000
20240207,SH.510050,09:35:29.423,2.959,600
20240207,SH.510050,09:35:30.511,2.96,500
20240207,SH.510050,09:35:33.525,2.961,200
20240207,SH.510050,09:35:34.410,2.961,1000
20240207,SH.510050,09:35:38.724,2.961,100
20240207,SH.510050,09:35:38.291,2.962,500
20240207,SH.510050,09:35:41.108,2.962,5000
20240207,SH.510050,09:35:41.665,2.961,100
20240207,SH.510050,09:35:44.894,2.959,100
20240207,SH.510050,09:35:45.717,2.96,2500
20240207,SH.510050,09:35:52.230,2.96,100
20240207,SH.510050,09:35:56.988,2.959,1200
20240207,SH.510050,09:35:55.591,2.959,1000
20240207,SH.510050,09:35:56.961,2.96,300
20240207,SH.510050,09:35:58.189,2.959,300
20240207,SH.510050,09:36:01.764,2.96,2000
20240207,SH.510050,09:36:01.038,2.959,2000
20240207,SH.510050,09:36:10.858,2.958,900
20240207,SH.510050,09:36:13.913,2.957,200
20240207,SH.510050,09:36:14.571,2.958,400
20240207,SH.510050,09:36:12.085,2.958,2100
20240207,SH.510050,09:36:13.391,2.957,2000
20240207,SH.510050,09:36:17.268,2.958,2000
20240207,SH.510050,09:36:16.218,2.957,200
20240207,SH.510050,09:36:20.897,2.958,1000
20240207,SH.510050,09:36:19.180,2.959,700
20240207,SH.510050,09:36:20.236,2.958,400
20240207,SH.510050,09:36:18.800,2.959,300
20240207,SH.510050,09:36:23.468,2.958,900
20240207,SH.510050,09:36:23.577,2.958,3000
20240207,SH.510050,09:36:25.140,2.959,1000
20240207,SH.510050,09:36:28.767,2.961,200
20240207,SH.510050,09:36:29.584,2.961,100
20240207,SH.510050,09:36:28.777,2.96,300
20240207,SH.510050,09:36:32.471,2.96,600
20240207,SH.510050,09:36:30.348,2.96,2500
20240207,SH.510050,09:36:30.147,2.961,2500
20240207,SH.510050,09:36:34.956,2.959,300
20240207,SH.510050,09:36:35.786,2.96,100
20240207,SH.510050,09:36:41.981,2.961,100
20240207,SH.510050,09:36:40.339,2.962,300
20240207,SH.510050,09:36:44.778,2.961,800
20240207,SH.510050,09:36:43.511,2.961,4200
20240207,SH.510050,09:36:43.858,2.96,300
20240207,SH.510050,09:36:45.798,2.96,500
20240207,SH.510050,09:36:48.896,2.96,2000
20240207,SH.510050,09:36:52.162,2.959,1000
20240207,SH.510050,09:36:51.204,2.959,100
20240207,SH.510050,09:36:54.662,2.958,1200
20240207,SH.510050,09:36:57.595,2.958,1000
20240207,SH.510050,09:37:00.706,2.959,2000
20240207,SH.510050,09:37:04.938,2.959,500
20240207,SH.510050,09:37:05.815,2.96,5000
20240207,SH.510050,09:37:04.282,2.96,2000
20240207,SH.510050,09:37:06.189,2.961,2000
20240207,SH.510050,09:37:11.708,2.96,200
20240207,SH.510050,09:37:13.074,2.962,1500
20240207,SH.510050,09:37:12.159,2.963,500
20240207,SH.510050,09:37:17.936,2.961,400
20240207,SH.510050,09:37:17.364,2.961,1600
20240207,SH.510050,09:37:16.232,2.962,200
20240207,SH.510050,09:37:19.938,2.961,900
20240207,SH.510050,09:37:19.727,2.962,2500
20240207,SH.510050,09:37:22.114,2.961,500
20240207,SH.510050,09:37:26.750,2.962,5000
20240207,SH.510050,09:37:27.759,2.96,600
20240207,SH.510050,09:37:29.366,2.96,100
20240207,SH.510050,09:37:31.974,2.96,800
20240207,SH.510050,09:37:30.362,2.959,3000
20240207,SH.510050,09:37:34.615,2.96,1800
20240207,SH.510050,09:37:33.889,2.96,1000
20240207,SH.510050,09:37:36.910,2.96,600
20240207,SH.510050,09:37:41.221,2.96,100
20240207,SH.510050,09:37:40.616,2.96,200
20240207,SH.510050,09:37:42.495,2.96,1000
20240207,SH.510050,09:37:46.078,2.961,800
20240207,SH.510050,09:37:46.615,2.961,4000
20240207,SH.510050,09:37:45.553,2.961,900
20240207,SH.510050,09:37:48.128,2.961,200
20240207,SH.510050,09:37:51.432,2.961,1500
20240207,SH.510050,09:37:53.304,2.961,600
20240207,SH.510050,09:37:52.674,2.961,2000
20240207,SH.510050,09:37:56.235,2.96,1000
20240207,SH.510050,09:37:56.264,2.96,900
20240207,SH.510050,09:37:54.151,2.959,500
20240207,SH.510050,09:37:58.141,2.957,400
20240207,SH.510050,09:38:05.624,2.958,2600
20240207,SH.510050,09:38:07.609,2.958,100
20240207,SH.510050,09:38:08.074,2.959,1500
20240207,SH.510050,09:38:09.986,2.96,300
20240207,SH.510050,09:38:12.260,2.961,1000
20240207,SH.510050,09:38:12.954,2.96,200
20240207,SH.510050,09:38:16.616,2.961,100
20240207,SH.510050,09:38:18.102,2.962,500
20240207,SH.510050,09:38:20.653,2.961,5000
20240207,SH.510050,09:38:23.535,2.962,600
20240207,SH.510050,09:38:21.682,2.962,2000
20240207,SH.510050,09:38:23.077,2.963,600
20240207,SH.510050,09:38:26.881,2.962,1000
20240207,SH.510050,09:38:24.849,2.962,900
20240207,SH.510050,09:38:24.786,2.962,300
20240207,SH.510050,09:38:27.598,2.961,600
20240207,SH.510050,09:38:28.169,2.961,1200
20240207,SH.510050,09:38:27.494,2.96,1000
20240207,SH.510050,09:38:28.074,2.96,300
20240207,SH.510050,09:38:30.784,2.962,500
20240207,SH.510050,09:38:30.153,2.962,1500
20240207,SH.510050,09:38:33.147,2.962,900
20240207,SH.510050,09:38:36.698,2.961,200
20240207,SH.510050,09:38:37.902,2.961,1000
20240207,SH.510050,09:38:38.952,2.961,900
20240207,SH.510050,09:38:41.364,2.962,800
20240207,SH.510050,09:38:43.378,2.964,400
20240207,SH.510050,09:38:44.781,2.963,100
20240207,SH.510050,09:38:44.808,2.964,600
20240207,SH.510050,09:38:46.759,2.963,400
20240207,SH.510050,09:38:45.917,2.963,2000
20240207,SH.510050,09:38:45.145,2.962,100
20240207,SH.510050,09:38:48.941,2.962,1500
20240207,SH.510050,09:38:53.388,2.964,300
20240207,SH.510050,09:38:55.823,2.962,1200
20240207,SH.510050,09:39:04.167,2.961,300
20240207,SH.510050,09:39:03.386,2.962,2500
20240207,SH.510050,09:39:07.643,2.96,200
20240207,SH.510050,09:39:10.809,2.959,5000
20240207,SH.510050,09:39:09.767,2.96,1500
20240207,SH.510050,09:39:15.523,2.959,4000
20240207,SH.510050,09:39:15.735,2.96,2000
20240207,SH.510050,09:39:26.666,2.958,4000
20240207,SH.510050,09:39:26.922,2.958,800
20240207,SH.510050,09:39:24.394,2.958,100
20240207,SH.510050,09:39:27.043,2.959,1800
20240207,SH.510050,09:39:28.190,2.959,900
20240207,SH.510050,09:39:31.952,2.958,400
20240207,SH.510050,09:39:30.849,2.958,300
20240207,SH.510050,09:39:31.500,2.959,4000
20240207,SH.510050,09:39:34.694,2.959,1000
20240207,SH.510050,09:39:38.166,2.958,200
20240207,SH.510050,09:39:39.150,2.957,1000
20240207,SH.510050,09:39:47.148,2.959,5000
20240207,SH.510050,09:39:45.135,2.958,3000
20240207,SH.510050,09:39:46.917,2.958,2000
20240207,SH.510050,09:39:46.632,2.958,500
20240207,SH.510050,09:39:53.995,2.958,1000
20240207,SH.510050,09:39:56.140,2.958,300
20240207,SH.510050,09:39:56.801,2.957,300
20240207,SH.510050,09:39:55.531,2.958,1000
20240207,SH.510050,09:39:55.577,2.957,5000
20240207,SH.510050,09:39:55.539,2.957,200
20240207,SH.510050,09:39:57.784,2.957,2500
20240207,SH.510050,09:40:01.490,2.958,1000
20240207,SH.510050,09:40:00.016,2.957,200
20240207,SH.510050,09:40:07.111,2.957,600
20240207,SH.510050,09:40:10.789,2.958,400
20240207,SH.510050,09:40:09.422,2.958,1000
20240207,SH.510050,09:40:15.701,2.956,1000
20240207,SH.510050,09:40:16.893,2.956,300
20240207,SH.510050,09:40:17.497,2.957,1000
20240207,SH.510050,09:40:18.331,2.955,5000
20240207,SH.510050,09:40:20.503,2.956,500
20240207,SH.510050,09:40:22.920,2.957,200
20240207,SH.510050,09:40:22.455,2.957,1500
20240207,SH.510050,09:40:24.737,2.957,1900
20240207,SH.510050,09:40:28.452,2.957,700
20240207,SH.510050,09:40:38.027,2.957,1500
20240207,SH.510050,09:40:36.902,2.957,400
20240207,SH.510050,09:40:39.404,2.956,600
20240207,SH.510050,09:40:39.760,2.957,300
20240207,SH.510050,09:40:45.904,2.959,200
20240207,SH.510050,09:40:45.011,2.959,300
20240207,SH.510050,09:40:47.506,2.959,3000
20240207,SH.510050,09:40:50.249,2.961,700
20240207,SH.510050,09:40:52.602,2.961,2000
20240207,SH.510050,09:40:53.457,2.961,600
20240207,SH.510050,09:40:52.214,2.961,200
20240207,SH.510050,09:40:51.407,2.961,200
20240207,SH.510050,09:40:54.489,2.959,200
20240207,SH.510050,09:40:54.546,2.96,4000
20240207,SH.510050,09:40:56.619,2.959,1500
20240207,SH.510050,09:41:00.983,2.962,300
20240207,SH.510050,09:41:05.430,2.964,4000
20240207,SH.510050,09:41:05.687,2.963,300
20240207,SH.510050,09:41:05.444,2.964,1000
20240207,SH.510050,09:41:04.234,2.964,1000
20240207,SH.510050,09:41:11.506,2.964,1500
20240207,SH.510050,09:41:14.819,2.963,200
20240207,SH.510050,09:41:17.588,2.963,800
20240207,SH.510050,09:41:16.275,2.963,500
20240207,SH.510050,09:41:16.839,2.963,200
20240207,SH.510050,09:41:22.773,2.963,1500
20240207,SH.510050,09:41:22.198,2.963,600
20240207,SH.510050,09:41:26.986,2.964,1000
20240207,SH.510050,09:41:25.696,2.963,600
20240207,SH.510050,09:41:24.139,2.963,400
20240207,SH.510050,09:41:29.155,2.963,600
20240207,SH.510050,09:41:32.887,2.963,4200
20240207,SH.510050,09:41:30.663,2.964,500
20240207,SH.510050,09:41:31.877,2.963,300
20240207,SH.510050,09:41:32.950,2.963,100
20240207,SH.510050,09:41:32.471,2.964,800
20240207,SH.510050,09:41:35.756,2.964,100
20240207,SH.510050,09:41:36.846,2.965,200
20240207,SH.510050,09:41:39.660,2.965,500
20240207,SH.510050,09:41:39.775,2.965,200
20240207,SH.510050,09:41:43.990,2.964,1500
20240207,SH.510050,09:41:44.063,2.965,600
20240207,SH.510050,09:41:47.095,2.965,400
20240207,SH.510050,09:41:45.651,2.965,600
20240207,SH.510050,09:41:47.424,2.965,600
20240207,SH.510050,09:41:49.148,2.965,3000
20240207,SH.510050,09:41:53.778,2.965,1500
20240207,SH.510050,09:41:54.447,2.966,200
20240207,SH.510050,09:41:54.435,2.966,2500
20240207,SH.510050,09:41:57.794,2.965,1800
20240207,SH.510050,09:41:57.822,2.966,100
20240207,SH.510050,09:42:01.897,2.967,1000
20240207,SH.510050,09:42:00.853,2.966,500
20240207,SH.510050,09:42:04.246,2.967,800
20240207,SH.510050,09:42:04.222,2.968,2000
20240207,SH.510050,09:42:06.874,2.967,200
20240207,SH.510050,09:42:10.823,2.969,400
20240207,SH.510050,09:42:10.989,2.968,400
20240207,SH.510050,09:42:14.487,2.968,800
20240207,SH.510050,09:42:13.352,2.969,2500
20240207,SH.510050,09:42:14.254,2.968,200
20240207,SH.510050,09:42:15.077,2.968,500
20240207,SH.510050,09:42:17.384,2.969,2000
20240207,SH.510050,09:42:21.963,2.967,200
20240207,SH.510050,09:42:26.671,2.966,300
20240207,SH.510050,09:42:26.402,2.966,4000
20240207,SH.510050,09:42:25.369,2.967,2000
20240207,SH.510050,09:42:25.144,2.966,1500
20240207,SH.510050,09:42:27.842,2.966,2500
20240207,SH.510050,09:42:35.051,2.967,600
20240207,SH.510050,09:42:34.735,2.968,100
20240207,SH.510050,09:42:35.077,2.967,100
20240207,SH.510050,09:42:37.229,2.966,300
20240207,SH.510050,09:42:38.920,2.966,3000
20240207,SH.510050,09:42:37.174,2.967,800
20240207,SH.510050,09:42:38.603,2.966,1500
20240207,SH.510050,09:42:40.767,2.967,900
20240207,SH.510050,09:42:43.978,2.965,1500
20240207,SH.510050,09:42:45.516,2.966,4000
20240207,SH.510050,09:42:49.503,2.968,2500
20240207,SH.510050,09:42:54.566,2.968,1500
20240207,SH.510050,09:42:54.224,2.968,900
20240207,SH.510050,09:42:59.987,2.968,2500
20240207,SH.510050,09:42:57.124,2.968,200
20240207,SH.510050,09:43:00.668,2.968,900
20240207,SH.510050,09:43:01.985,2.969,1500
20240207,SH.510050,09:43:05.623,2.969,2000
20240207,SH.510050,09:43:03.601,2.969,2500
20240207,SH.510050,09:43:06.717,2.97,200
20240207,SH.510050,09:43:07.727,2.971,1000
20240207,SH.510050,09:43:10.987,2.969,300
20240207,SH.510050,09:43:09.607,2.969,400
20240207,SH.510050,09:43:13.945,2.969,900
20240207,SH.510050,09:43:14.893,2.969,1000
20240207,SH.510050,09:43:20.728,2.968,300
20240207,SH.510050,09:43:23.752,2.968,1500
20240207,SH.510050,09:43:23.435,2.969,600
20240207,SH.510050,09:43:25.754,2.968,1900
20240207,SH.510050,09:43:26.165,2.969,1000
20240207,SH.510050,09:43:25.047,2.968,200
20240207,SH.510050,09:43:35.623,2.968,1200
20240207,SH.510050,09:43:35.119,2.967,500
20240207,SH.510050,09:43:34.315,2.968,500
20240207,SH.510050,09:43:38.439,2.967,1200
20240207,SH.510050,09:43:37.481,2.966,300
20240207,SH.510050,09:43:39.565,2.966,600
20240207,SH.510050,09:43:42.136,2.966,200
20240207,SH.510050,09:43:44.503,2.967,500
20240207,SH.510050,09:43:44.484,2.966,1000
20240207,SH.510050,09:43:47.311,2.967,200
20240207,SH.510050,09:43:45.395,2.966,600
20240207,SH.510050,09:43:50.043,2.966,200
20240207,SH.510050,09:43:49.526,2.966,200
20240207,SH.510050,09:43:53.740,2.966,100
20240207,SH.510050,09:43:53.201,2.965,3000
20240207,SH.510050,09:43:55.504,2.967,1000
20240207,SH.510050,09:43:55.184,2.968,600
20240207,SH.510050,09:43:54.826,2.968,300
20240207,SH.510050,09:43:59.955,2.969,2500
20240207,SH.510050,09:43:59.711,2.968,900
20240207,SH.510050,09:44:02.011,2.969,1500
20240207,SH.510050,09:44:08.810,2.972,400
20240207,SH.510050,09:44:11.672,2.971,4000
20240207,SH.510050,09:44:10.453,2.971,3000
20240207,SH.510050,09:44:14.864,2.972,1500
20240207,SH.510050,09:44:14.565,2.971,2000
20240207,SH.510050,09:44:24.350,2.971,200
20240207,SH.510050,09:44:24.849,2.971,500
20240207,SH.510050,09:44:30.841,2.971,400
20240207,SH.510050,09:44:35.314,2.972,1000
20240207,SH.510050,09:44:34.926,2.971,1500
20240207,SH.510050,09:44:36.371,2.971,700
20240207,SH.510050,09:44:41.255,2.971,400
20240207,SH.510050,09:44:42.216,2.972,1200
20240207,SH.510050,09:44:43.158,2.973,1200
20240207,SH.510050,09:44:48.848,2.974,1000
20240207,SH.510050,09:44:48.767,2.973,600
20240207,SH.510050,09:44:53.446,2.974,2000
20240207,SH.510050,09:44:54.001,2.974,500
20240207,SH.510050,09:44:55.982,2.973,800
20240207,SH.510050,09:44:59.369,2.974,200
20240207,SH.510050,09:45:01.120,2.974,1000
20240207,SH.510050,09:45:04.509,2.973,400
20240207,SH.510050,09:45:04.917,2.973,1100
20240207,SH.510050,09:45:07.853,2.973,1600
20240207,SH.510050,09:45:11.624,2.972,1500
20240207,SH.510050,09:45:11.849,2.972,2800
20240207,SH.510050,09:45:12.919,2.974,200
20240207,SH.510050,09:45:16.843,2.974,300
20240207,SH.510050,09:45:16.435,2.974,3000
20240207,SH.510050,09:45:17.416,2.974,1000
20240207,SH.510050,09:45:16.787,2.974,600
20240207,SH.510050,09:45:17.069,2.975,800
20240207,SH.510050,09:45:19.472,2.974,100
20240207,SH.510050,09:45:19.227,2.975,200
20240207,SH.510050,09:45:23.880,2.973,1200
20240207,SH.510050,09:45:23.692,2.974,1500
20240207,SH.510050,09:45:21.477,2.974,2000
20240207,SH.510050,09:45:26.891,2.974,1000
20240207,SH.510050,09:45:25.127,2.975,2000
20240207,SH.510050,09:45:29.154,2.976,500
20240207,SH.510050,09:45:29.215,2.976,300
20240207,SH.510050,09:45:29.736,2.975,700
20240207,SH.510050,09:45:29.339,2.975,1000
20240207,SH.510050,09:45:32.162,2.975,100
20240207,SH.510050,09:45:31.421,2.976,2000
20240207,SH.510050,09:45:32.236,2.975,2700
20240207,SH.510050,09:45:38.485,2.972,2000
20240207,SH.510050,09:45:43.506,2.974,1200
20240207,SH.510050,09:45:47.248,2.973,5000
20240207,SH.510050,09:45:45.419,2.973,100
20240207,SH.510050,09:45:45.575,2.973,200
20240207,SH.510050,09:45:45.793,2.973,900
20240207,SH.510050,09:45:50.065,2.975,2000
20240207,SH.510050,09:45:49.586,2.974,100
20240207,SH.510050,09:45:48.597,2.975,800
20240207,SH.510050,09:45:50.397,2.975,600
20240207,SH.510050,09:45:53.432,2.976,700
20240207,SH.510050,09:45:54.782,2.978,3000
20240207,SH.510050,09:45:54.944,2.978,100
20240207,SH.510050,09:46:01.577,2.977,1500
20240207,SH.510050,09:46:05.410,2.977,400
20240207,SH.510050,09:46:04.669,2.976,300
20240207,SH.510050,09:46:08.095,2.975,2000
20240207,SH.510050,09:46:11.583,2.975,2500
20240207,SH.510050,09:46:13.621,2.975,4000
20240207,SH.510050,09:46:13.287,2.976,1000
20240207,SH.510050,09:46:15.947,2.975,1000
20240207,SH.510050,09:46:16.991,2.975,500
20240207,SH.510050,09:46:19.254,2.976,400
20240207,SH.510050,09:46:21.112,2.976,500
20240207,SH.510050,09:46:23.318,2.975,400
20240207,SH.510050,09:46:24.115,2.977,300
20240207,SH.510050,09:46:29.351,2.976,800
20240207,SH.510050,09:46:32.759,2.976,1000
20240207,SH.510050,09:46:30.448,2.976,100
20240207,SH.510050,09:46:35.852,2.976,3000
20240207,SH.510050,09:46:34.566,2.976,1900
20240207,SH.510050,09:46:34.906,2.975,400
20240207,SH.510050,09:46:38.759,2.976,2000
20240207,SH.510050,09:46:41.372,2.976,700
20240207,SH.510050,09:46:40.501,2.976,300
20240207,SH.510050,09:46:43.588,2.977,2800
20240207,SH.510050,09:46:43.696,2.977,300
20240207,SH.510050,09:46:47.348,2.977,100
20240207,SH.510050,09:46:50.292,2.975,200
20240207,SH.510050,09:46:48.434,2.976,400
20240207,SH.510050,09:46:49.866,2.976,1500
20240207,SH.510050,09:46:50.859,2.975,1200
20240207,SH.510050,09:46:52.378,2.975,300
20240207,SH.510050,09:46:54.048,2.978,1500
20240207,SH.510050,09:46:55.422,2.978,900
20240207,SH.510050,09:46:57.005,2.979,500
20240207,SH.510050,09:47:03.413,2.979,300
20240207,SH.510050,09:47:08.045,2.979,500
20240207,SH.510050,09:47:10.668,2.977,400
