date,symbol,time,last,volume,amount,bp1,bp2,bp3,bp4,bp5,bp6,bp7,bp8,bp9,bp10,bv1,bv2,bv3,bv4,bv5,bv6,bv7,bv8,bv9,bv10,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10
20240207,SH.510050,93030000,2.95,3600,10617.0,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2400,2500,6500,2100,300,3300,1400,6900,3900,7900,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,5800,5800,4500,600,1600,2700,2200,1900,500,1900
20240207,SH.510050,93033000,2.95,3800,11207.0,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,4200,1500,2300,9200,9200,1000,10100,1300,2100,13200,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,4300,7600,4000,2500,1000,4200,2500,600,400,5700
20240207,SH.510050,93036000,2.949,3800,11207.0,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,6300,3900,12600,8900,600,8500,11700,100,2100,3200,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,6000,1100,24400,1400,1200,4600,15700,6200,7000,4200
20240207,SH.510050,93039000,2.95,4100,12092.0,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2700,6800,6800,14000,2600,2600,2000,700,7700,3800,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,3100,400,1000,3500,1400,600,5000,16100,700,9300
20240207,SH.510050,93042000,2.949,4200,12386.9,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,12600,2100,4100,900,8100,3000,2500,600,3400,3400,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2100,2600,2100,1400,4200,4700,1900,4400,5400,300
20240207,SH.510050,93045000,2.95,5000,14746.9,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,300,5200,5000,2800,2200,2500,900,900,7400,9300,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2000,1200,1700,7100,900,1100,1900,2700,3000,4700
20240207,SH.510050,93048000,2.949,5300,15631.6,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,4700,2500,6600,1900,16200,1100,1300,1700,5800,700,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,3900,3800,2000,3200,2700,4700,4000,4400,12300,1800
20240207,SH.510050,93051000,2.949,5900,17401.0,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,1600,1800,3900,4800,7600,1100,1200,1800,9200,3600,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,9500,3600,2400,6400,1200,2900,11600,2700,14800,400
20240207,SH.510050,93054000,2.949,5900,17401.0,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,2000,2600,10900,4600,1700,4200,3200,4800,2900,2500,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,5800,1800,2400,3300,2100,7000,4700,4300,1800,900
20240207,SH.510050,93057000,2.948,6000,17695.8,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,2.939,4300,6500,10300,3500,1500,3600,4300,11200,9100,1500,2.949,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,36600,3500,3100,2900,1300,600,2600,4700,1300,1000
20240207,SH.510050,93100000,2.949,6100,17990.7,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2.94,4400,2000,3200,1200,2000,3400,2300,5300,13600,3500,2.95,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,4700,5200,4900,2900,500,1300,3100,1400,8100,1100
20240207,SH.510050,93103000,2.951,6800,20056.4,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,2500,1200,3600,2400,2900,400,29500,400,2400,13700,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,700,1400,12300,3800,7700,4200,400,400,900,4100
20240207,SH.510050,93106000,2.95,7400,21826.4,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2.941,900,3800,1000,2100,15900,2400,3900,3300,4900,400,2.951,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,1800,4300,8000,200,800,600,4400,1900,9300,1500
20240207,SH.510050,93109000,2.952,7600,22416.8,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,1200,300,7400,3300,13300,5600,3700,1500,1700,4600,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,3700,2500,4000,2300,2700,2000,500,6300,7000,800
20240207,SH.510050,93112000,2.952,7600,22416.8,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,1500,1700,3300,6400,6200,6300,2800,1900,11600,1500,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,1500,7200,900,4200,1000,1900,1700,2600,5700,32000
20240207,SH.510050,93115000,2.951,9500,28023.7,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,5200,1000,800,2300,5300,500,5400,600,3000,1900,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,5400,15000,5500,200,26600,4400,9000,17400,400,3800
20240207,SH.510050,93118000,2.952,9500,28023.7,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,400,1300,2600,1900,300,14500,5700,6800,900,13200,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,12500,2900,1300,34800,2600,3800,3300,1600,1000,2300
20240207,SH.510050,93121000,2.951,10500,30974.7,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,2000,1900,4600,4500,15500,1900,2600,1600,3100,3100,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,1700,1100,7700,14300,13600,11900,1800,3900,4600,6100
20240207,SH.510050,93124000,2.952,13000,38354.7,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,800,2200,2200,1500,7200,6900,700,1800,9400,1100,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2200,7300,10000,9300,3400,2900,400,1100,16100,18200
20240207,SH.510050,93127000,2.953,13400,39535.9,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,500,2800,5300,6700,1700,700,3000,500,7700,3300,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,7500,400,1600,800,4500,600,16400,1900,2600,6900
20240207,SH.510050,93130000,2.951,13400,39535.9,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,3200,900,3400,1500,3500,7400,1600,3200,4700,500,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,4500,2900,400,3300,800,1300,9300,4700,400,3400
20240207,SH.510050,93133000,2.953,14100,41603.0,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,5100,7600,5200,6700,9100,1900,2500,2000,2100,5000,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,1700,7800,14300,1600,4300,6500,2000,300,2100,8800
20240207,SH.510050,93136000,2.952,14200,41898.2,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,1800,3000,5500,800,3600,1700,4900,4600,3600,1900,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,4700,100,1200,14400,5100,4500,2700,1800,1100,6900
20240207,SH.510050,93139000,2.952,14400,42488.6,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2.942,3700,3300,2200,1100,2100,2500,5000,700,10100,500,2.952,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,1100,1200,300,8600,2700,2200,8100,1300,13900,800
20240207,SH.510050,93142000,2.952,14600,43079.0,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,900,2500,3600,1200,6000,3000,4700,4200,400,1800,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,11000,5000,2300,800,7400,3300,3900,3500,2900,1400
20240207,SH.510050,93145000,2.953,14900,43964.9,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,2700,3000,4300,8100,800,3400,5400,1500,9200,600,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,11200,500,800,1400,4500,800,1800,800,600,2500
20240207,SH.510050,93148000,2.952,15000,44260.1,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,600,2300,1200,1500,500,3400,5000,3700,9900,11900,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,14200,6800,500,2400,1700,20400,600,5300,1800,1000
20240207,SH.510050,93151000,2.953,15500,45736.6,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,15700,1500,1800,2500,2200,1100,2400,8700,2500,1600,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,9100,3700,1300,1000,1900,4100,14300,4800,400,400
20240207,SH.510050,93154000,2.955,15900,46918.6,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,18400,2100,1700,4000,1000,1800,2400,2100,5700,800,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,6600,1700,1200,1700,1500,1400,9200,11700,4700,2000
20240207,SH.510050,93157000,2.953,16400,48395.1,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,2.943,3600,4500,2300,5400,2200,4200,400,1000,2500,3700,2.953,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,3300,2700,8200,6200,5200,3200,500,2700,3100,500
20240207,SH.510050,93200000,2.953,16500,48690.4,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2.944,400,3300,2200,5100,2300,400,1900,2200,300,400,2.954,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,5600,12600,4000,3500,300,4500,16000,5000,900,1400
20240207,SH.510050,93203000,2.955,17200,50758.9,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,3600,1100,1600,2100,7500,1600,4800,4700,3600,4700,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,4900,1900,4700,3500,1300,400,900,800,1600,400
20240207,SH.510050,93206000,2.955,17800,52531.9,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,1300,7500,4600,3400,2500,1000,32600,2000,2500,1200,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,1300,600,3800,1400,4000,5400,900,1300,500,5700
20240207,SH.510050,93209000,2.955,17900,52827.4,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,6700,1600,1900,2700,2400,5900,7700,2600,1900,36700,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,5000,14300,2500,18500,1100,2800,600,2300,7300,3200
20240207,SH.510050,93212000,2.955,18000,53122.9,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,3600,1700,2500,6700,800,1800,30100,400,20700,2600,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,13800,7400,2600,5700,2900,2400,5000,2100,2800,2500
20240207,SH.510050,93215000,2.955,18400,54304.9,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,2800,1400,4600,2900,3300,600,5800,5300,1000,3500,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,800,14300,1100,1300,1300,8000,2300,3700,19800,1900
20240207,SH.510050,93218000,2.954,18800,55486.5,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,800,7900,2800,4300,12200,900,8900,1400,4500,5800,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,5000,600,1700,1100,2700,4200,1200,1300,6400,4700
20240207,SH.510050,93221000,2.956,20700,61102.9,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,1100,5800,3300,9000,3500,4300,1700,1000,3800,1700,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,13400,4400,1900,3600,1700,1300,7800,4000,1100,1700
20240207,SH.510050,93224000,2.956,21200,62580.9,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2500,600,1200,1500,16300,6300,5900,17600,800,7400,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,1700,5100,3000,6100,3000,900,12200,2000,10100,10200
20240207,SH.510050,93227000,2.955,21200,62580.9,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,1600,2000,3300,6600,6100,2900,7600,4800,600,1000,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2600,1500,1400,4500,1300,1900,1300,3300,1300,3200
20240207,SH.510050,93230000,2.956,21500,63467.7,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,11100,1700,600,6700,5600,600,15500,1500,3900,10200,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2100,2400,5600,700,1600,5800,100,7000,18300,9400
20240207,SH.510050,93233000,2.955,22000,64945.2,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,800,2100,10300,800,1600,27900,2600,10600,5100,1900,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,400,1200,31500,2900,11000,7400,1300,1000,20200,6300
20240207,SH.510050,93236000,2.955,22300,65831.7,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2.945,4400,2400,3100,10200,4400,6800,1600,10900,1000,41200,2.955,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2300,1300,3800,2700,500,600,2400,1200,1000,2900
20240207,SH.510050,93239000,2.955,22400,66127.2,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,13300,500,7300,2600,3800,6600,2100,900,2900,2300,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,400,2700,400,3800,700,1700,1300,1000,3000,1300
20240207,SH.510050,93242000,2.956,22400,66127.2,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,500,6100,1900,1300,3600,3100,900,1800,1600,2000,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,300,1800,4300,2300,5500,2600,2000,5100,1500,2600
20240207,SH.510050,93245000,2.957,25700,75885.3,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,3100,8600,500,6900,1900,15400,3900,2600,17200,5400,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2300,2000,2300,3100,2700,1700,4100,1100,3700,6900
20240207,SH.510050,93248000,2.958,25900,76476.9,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,400,3000,7000,3500,1300,3400,3600,5200,1000,2200,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,30300,3400,2000,7700,2000,300,6300,1900,6300,1900
20240207,SH.510050,93251000,2.958,26200,77364.3,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,4600,5100,700,2200,1100,2000,1100,4800,3200,3900,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,800,900,3500,100,1900,1500,900,600,1100,300
20240207,SH.510050,93254000,2.957,26400,77955.7,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,31700,4900,1500,61600,1000,1800,1000,9400,28100,2900,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,6000,4600,4900,1900,3400,2400,11600,1800,3000,1100
20240207,SH.510050,93257000,2.957,26600,78547.1,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,200,5200,3200,15600,1500,900,4600,3200,800,4500,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,1300,1400,1300,1700,2500,200,6000,6000,4400,2100
20240207,SH.510050,93300000,2.956,26700,78842.7,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,13900,1200,2000,3600,1900,1900,5100,8000,700,20300,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,14600,5800,7700,2600,4400,4700,3400,3200,19900,3200
20240207,SH.510050,93303000,2.956,26800,79138.3,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,2400,4600,3200,10900,1700,2100,2800,7300,9800,1800,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,5800,5700,13700,500,1200,1300,2400,2200,6200,4600
20240207,SH.510050,93306000,2.955,29800,88003.3,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,2.946,1800,5600,2900,3400,12200,12100,19600,8300,3800,8900,2.956,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,1600,3200,800,3200,6100,900,1600,800,1300,900
20240207,SH.510050,93309000,2.956,30000,88594.5,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,1600,1700,800,3000,4600,3200,1800,2600,300,1000,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2500,8300,2800,400,1000,1300,7600,2000,1500,3600
20240207,SH.510050,93312000,2.956,30000,88594.5,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2.947,1000,11200,21900,2300,500,1300,900,1000,300,9200,2.957,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,900,500,600,2800,4100,4500,1900,2300,9700,3600
20240207,SH.510050,93315000,2.959,30900,91257.6,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,600,2000,1800,2300,1500,3500,6800,400,2400,500,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2300,2900,500,2600,8400,9200,1300,2200,800,2000
20240207,SH.510050,93318000,2.958,32400,95694.6,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,2.948,2800,3700,12000,1400,1000,14300,1300,19000,1800,4700,2.958,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,4900,15700,1000,26300,1100,3700,12100,1900,10600,900
20240207,SH.510050,93321000,2.959,32700,96582.3,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,8500,16200,2800,2900,8600,4400,15800,2400,700,1000,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,8300,900,3400,2700,4300,400,300,1500,10500,2200
20240207,SH.510050,93324000,2.958,33800,99836.1,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,2.949,1800,3100,12200,8400,600,6300,100,11100,400,6800,2.959,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,5400,1400,1000,1600,2500,5900,1100,900,1700,4200
20240207,SH.510050,93327000,2.961,34900,103093.2,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,800,4600,17500,2700,5500,300,16100,10200,1100,7300,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2300,1800,4600,3900,4900,7400,4000,2600,4400,7900
20240207,SH.510050,93330000,2.961,35400,104573.7,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,4800,1200,4100,2300,2900,5500,1400,1200,1100,2600,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,7400,400,5200,2400,400,3300,5500,5400,19500,600
20240207,SH.510050,93333000,2.962,37700,111386.3,2.962,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,1600,1400,2600,1000,1000,7600,1000,3000,1800,4400,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,2.972,2200,3600,1800,100,1700,1300,3800,5700,13600,2800
20240207,SH.510050,93336000,2.962,39100,115533.1,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,8500,4300,7000,4000,2700,3200,2200,800,1000,31700,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,5400,4600,1100,1400,5600,5000,2100,6300,21400,2400
20240207,SH.510050,93339000,2.961,42000,124120.0,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,3100,3900,1300,4000,2900,20200,2300,3500,1900,300,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,1800,3700,7100,3100,5400,3300,300,3400,5300,13000
20240207,SH.510050,93342000,2.961,42200,124712.2,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2700,100,6900,3700,8800,2100,6600,10300,41100,4700,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,2100,3400,500,6600,3200,3500,700,7600,4000,1600
20240207,SH.510050,93345000,2.961,42400,125304.4,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,4200,7100,1100,2700,1900,11900,1900,6100,700,1700,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,2900,700,1200,5100,1600,2400,2800,2500,2200,300
20240207,SH.510050,93348000,2.962,43100,127377.8,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,5300,1300,3000,6000,1400,6700,16700,2400,1500,5800,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,1400,15300,5500,4600,2800,200,1900,1900,1600,7400
20240207,SH.510050,93351000,2.962,43100,127377.8,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,4600,4400,4700,2400,7500,2300,1500,3200,3700,5800,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,9800,2300,4700,1200,8700,1800,25900,2000,2400,11600
20240207,SH.510050,93354000,2.962,43800,129451.2,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2300,6400,2800,400,4700,6200,3600,9700,300,8900,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,4600,6100,2600,11200,3300,3800,800,1200,2100,1400
20240207,SH.510050,93357000,2.962,43900,129747.4,2.961,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,900,800,1700,1300,1700,3400,2500,300,4600,11700,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,2.971,1900,11300,3300,1400,19700,3100,900,10700,3200,1300
20240207,SH.510050,93400000,2.961,44100,130339.6,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,52600,6700,3600,3900,400,700,2200,1700,1800,4900,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,700,2200,1300,6100,2500,2300,4100,10300,9500,2500
20240207,SH.510050,93403000,2.961,44200,130635.7,2.96,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,6500,400,3600,8300,2200,1100,2000,1700,2900,2900,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,2.97,8800,2700,2100,15500,3200,1200,1300,4700,200,8400
20240207,SH.510050,93406000,2.959,44900,132707.0,2.959,2.958,2.957,2.956,2.955,2.954,2.953,2.952,2.951,2.95,6500,1600,1900,2200,19600,4400,4600,3600,3800,16900,2.96,2.961,2.962,2.963,2.964,2.965,2.966,2.967,2.968,2.969,800,3700,1800,800,1600,1100,2600,4800,1800,100
